medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
marevan,varfarina,"A atividade da varfarina pode ser potencializada por esteroides anabólicos (como: etilestranol, metandrostenolona, noretrandolona), amiodarona, amitriptilina/nortriptilina, azapropazona, , benzafibrato, cefamandol, , hidrato de coral, , ciprofloxacino, clofibrato, cotrimoxazol, , destropropoxifeno, destrotiroxina, , neomicina, feprazona, , oxifenilbutazona, fenformina, fenilbutazona, feniramidol, quinidina, salicilatos, tolbutamida, sulfonamidas (ex: sulfafenazol, sulfinpirazona), tamoxifeno, triclofos,diflunisal, , ácido mefenâmico, , sulindaco e, possivelmente, outros analgésicos anti-inflamatórios, , ácido nalidíxico, , tetraciclinas e outros antibióticos de largo espectro, , metilfenidato, , fármacos para tratamento de disfunções da tireoide e qualquer fármaco potencialmente tóxico ao fígado.",1,fonte2,automatica,0.65
marevan,amiodarona,"A atividade da varfarina pode ser potencializada por esteroides anabólicos (como: etilestranol, metandrostenolona, noretrandolona), amiodarona, amitriptilina/nortriptilina, azapropazona, , benzafibrato, cefamandol, , hidrato de coral, , ciprofloxacino, clofibrato, cotrimoxazol, , destropropoxifeno, destrotiroxina, , neomicina, feprazona, , oxifenilbutazona, fenformina, fenilbutazona, feniramidol, quinidina, salicilatos, tolbutamida, sulfonamidas (ex: sulfafenazol, sulfinpirazona), tamoxifeno, triclofos,diflunisal, , ácido mefenâmico, , sulindaco e, possivelmente, outros analgésicos anti-inflamatórios, , ácido nalidíxico, , tetraciclinas e outros antibióticos de largo espectro, , metilfenidato, , fármacos para tratamento de disfunções da tireoide e qualquer fármaco potencialmente tóxico ao fígado.",1,fonte2,automatica,0.65
marevan,varfarina,"Mulheres em uso de varfarina devem consultar o médico antes do uso concomitante de creme vaginal ou supositório de miconazol, pois pode haver potencialização do efeito anticoagulante.",1,fonte2,automatica,0.65
marevan,varfarina,"Tanto a potencialização quanto a inibição do efeito anticoagulante têm sido relatadas com fenitoína, ACTH e corticosteroides. e o sulcralfato acarretam diminuição da atividade da varfarina.",1,fonte2,automatica,0.65
marevan,corticosteroides,"Tanto a potencialização quanto a inibição do efeito anticoagulante têm sido relatadas com fenitoína, ACTH e corticosteroides. e o sulcralfato acarretam diminuição da atividade da varfarina.",1,fonte2,automatica,0.65
meritor,insulina,"Entretanto, é necessário estar atento à potencialização da ação, quando administrado em associação com insulina ou sulfonilureias hipoglicemiantes.",1,fonte2,automatica,0.65
miantrex cs,metotrexato,"A administração concomitante de AINES com a terapia de alta dose de Miantrex CS foi relatada por elevar e prolongar os níveis de metotrexato sérico, o que resulta em óbitos por toxicidade grave de origem hematológica (incluindo supressão da medula óssea e anemia aplástica) e gastrointestinal.",2,fonte2,automatica,0.8
miantrex cs,aines,"A administração concomitante de AINES com a terapia de alta dose de Miantrex CS foi relatada por elevar e prolongar os níveis de metotrexato sérico, o que resulta em óbitos por toxicidade grave de origem hematológica (incluindo supressão da medula óssea e anemia aplástica) e gastrointestinal.",2,fonte2,automatica,0.8
miantrex cs,metotrexato,Os AINES e os salicilatos foram relatados por reduzir a secreção tubular de metotrexato em um modelo animal e pode aumentar a sua toxicidade pela elevação dos níveis de Miantrex CS .,1,fonte2,automatica,0.65
miantrex cs,aines,Os AINES e os salicilatos foram relatados por reduzir a secreção tubular de metotrexato em um modelo animal e pode aumentar a sua toxicidade pela elevação dos níveis de Miantrex CS .,1,fonte2,automatica,0.65
miantrex cs,aines,"Portanto, deve-se ter cautela quando eles forem administrados concomitantemente com baixas doses de Miantrex CS A possibilidade de toxicidade aumentada com o uso concomitante de AINES, incluindo os silicatos, não foi explorada completamente.",1,fonte2,automatica,0.65
minidiab,probenecida,"O médico precisa avaliar se as medicações reagem entre si alterando a sua ação, ou da outra; isso se chama interação medicamentosa. pode interagir com vários medicamentos, como , antiinflamatórios não esteroides (medicamentos que bloqueiam a inflamação e que não são derivadas de hormônios), salicilatos (ácido acetilsalicílico), beta-bloqueadores (medicamento que controla o ritmo do coração), inibidores da enzima conversora da angiotensina (medicamento para a pressão alta da família do ), antagonistas dos receptores H2 (medicamento que reduz a produção de ácido no estômago), a ação hipoglicemiante (capacidade de reduzir a quantidade de açúcar no sangue) com as sulfonilureias (medicamentos utilizados no tratamento do diabetes), em geral, pode também ser potencializada pelos inibidores de monoaminoxidase (medicamentos que bloqueiam a ação de algumas enzimas), quinolonas e fármacos que têm alta ligação a proteínas, tais como sulfonamidas, (ambos antibióticos), probenecida, cumarínicos (anticoagulante), (tipo de hormônio sintético), fenotiazinas (medicamento de uso psiquiátrico), corticosteroides (tipo de hormônio), agentes simpaticomiméticos (substâncias que imitam os efeitos do hormônio adrenalina e noradrenalina), tiazidas (diurético) e outros , medicamentos para distúrbios da tireoide, estrógenos (hormônio feminino), progestágenos (hormônio feminino), contraceptivos orais (pílulas para evitar a gravidez), fenitoína (antiepiléptico), ácido nicotínico, bloqueadores do canal de cálcio (medicações para doenças cardíacas ) e (antibiótico usado contra tuberculose). pode interagir com álcool.",1,fonte2,automatica,0.65
minidiab,contraceptivos,"O médico precisa avaliar se as medicações reagem entre si alterando a sua ação, ou da outra; isso se chama interação medicamentosa. pode interagir com vários medicamentos, como , antiinflamatórios não esteroides (medicamentos que bloqueiam a inflamação e que não são derivadas de hormônios), salicilatos (ácido acetilsalicílico), beta-bloqueadores (medicamento que controla o ritmo do coração), inibidores da enzima conversora da angiotensina (medicamento para a pressão alta da família do ), antagonistas dos receptores H2 (medicamento que reduz a produção de ácido no estômago), a ação hipoglicemiante (capacidade de reduzir a quantidade de açúcar no sangue) com as sulfonilureias (medicamentos utilizados no tratamento do diabetes), em geral, pode também ser potencializada pelos inibidores de monoaminoxidase (medicamentos que bloqueiam a ação de algumas enzimas), quinolonas e fármacos que têm alta ligação a proteínas, tais como sulfonamidas, (ambos antibióticos), probenecida, cumarínicos (anticoagulante), (tipo de hormônio sintético), fenotiazinas (medicamento de uso psiquiátrico), corticosteroides (tipo de hormônio), agentes simpaticomiméticos (substâncias que imitam os efeitos do hormônio adrenalina e noradrenalina), tiazidas (diurético) e outros , medicamentos para distúrbios da tireoide, estrógenos (hormônio feminino), progestágenos (hormônio feminino), contraceptivos orais (pílulas para evitar a gravidez), fenitoína (antiepiléptico), ácido nicotínico, bloqueadores do canal de cálcio (medicações para doenças cardíacas ) e (antibiótico usado contra tuberculose). pode interagir com álcool.",1,fonte2,automatica,0.65
minidiab,corticosteroides,"O médico precisa avaliar se as medicações reagem entre si alterando a sua ação, ou da outra; isso se chama interação medicamentosa. pode interagir com vários medicamentos, como , antiinflamatórios não esteroides (medicamentos que bloqueiam a inflamação e que não são derivadas de hormônios), salicilatos (ácido acetilsalicílico), beta-bloqueadores (medicamento que controla o ritmo do coração), inibidores da enzima conversora da angiotensina (medicamento para a pressão alta da família do ), antagonistas dos receptores H2 (medicamento que reduz a produção de ácido no estômago), a ação hipoglicemiante (capacidade de reduzir a quantidade de açúcar no sangue) com as sulfonilureias (medicamentos utilizados no tratamento do diabetes), em geral, pode também ser potencializada pelos inibidores de monoaminoxidase (medicamentos que bloqueiam a ação de algumas enzimas), quinolonas e fármacos que têm alta ligação a proteínas, tais como sulfonamidas, (ambos antibióticos), probenecida, cumarínicos (anticoagulante), (tipo de hormônio sintético), fenotiazinas (medicamento de uso psiquiátrico), corticosteroides (tipo de hormônio), agentes simpaticomiméticos (substâncias que imitam os efeitos do hormônio adrenalina e noradrenalina), tiazidas (diurético) e outros , medicamentos para distúrbios da tireoide, estrógenos (hormônio feminino), progestágenos (hormônio feminino), contraceptivos orais (pílulas para evitar a gravidez), fenitoína (antiepiléptico), ácido nicotínico, bloqueadores do canal de cálcio (medicações para doenças cardíacas ) e (antibiótico usado contra tuberculose). pode interagir com álcool.",1,fonte2,automatica,0.65
miosan caf,verapamil,"Recomenda-se cautela em casos de administração concomitante de Miosan Caf e inibidores da recaptação de serotonina, antidepressivos tricíclicos, buspirona, meperidina, tramadol, bupropiona e verapamil, pelo potencial de ocorrência de Síndrome serotoninérgica.",1,fonte2,automatica,0.65
miosan caf,tramadol,"Recomenda-se cautela em casos de administração concomitante de Miosan Caf e inibidores da recaptação de serotonina, antidepressivos tricíclicos, buspirona, meperidina, tramadol, bupropiona e verapamil, pelo potencial de ocorrência de Síndrome serotoninérgica.",1,fonte2,automatica,0.65
movatec,metotrexato,O uso concomitante no período de 3 dias pode aumentar a toxicidade do metotrexato;,1,fonte2,automatica,0.65
movatec,hidroclorotiazida,"Diuréticos (como hidroclorotiazida, espironolactona, furosemida): pode aumentar o risco de problemas renais graves em pacientes desidratados.",1,fonte2,automatica,0.65
movatec,furosemida,"Diuréticos (como hidroclorotiazida, espironolactona, furosemida): pode aumentar o risco de problemas renais graves em pacientes desidratados.",1,fonte2,automatica,0.65
movatec,captopril,"Medicamento usado na pressão alta e problemas cardíacos (antagonistas da ECA, como captopril, enalapril, e bloqueadores do receptor de angiotensina II, como telmisartana, valsartana): pode aumentar o risco de lesão renal em pacientes com a função renal comprometida;",1,fonte2,automatica,0.65
movatec,enalapril,"Medicamento usado na pressão alta e problemas cardíacos (antagonistas da ECA, como captopril, enalapril, e bloqueadores do receptor de angiotensina II, como telmisartana, valsartana): pode aumentar o risco de lesão renal em pacientes com a função renal comprometida;",1,fonte2,automatica,0.65
naldecon dia,varfarina,"Devido à ação de potencialização de cumarínicos (ex.: varfarina e acenocumarol), você não deve utilizar Naldecon Dia, de forma prolongada e regular, concomitantemente a esses medicamentos, por conta do aumento do risco de .",1,fonte2,automatica,0.65
naldecon dia,acenocumarol,"Devido à ação de potencialização de cumarínicos (ex.: varfarina e acenocumarol), você não deve utilizar Naldecon Dia, de forma prolongada e regular, concomitantemente a esses medicamentos, por conta do aumento do risco de .",1,fonte2,automatica,0.65
naldecon dia,paracetamol,O paracetamol gera falsa elevação nas leituras de Monitoramento Contínuo de (CGM) no sangue comparado ao teste de glicemia capilar (ponta do dedo).,1,fonte2,automatica,0.65
naldecon dia,paracetamol,"Embora as concentrações máximas sejam atrasadas quando o paracetamol é administrado com alimentos, a extensão da absorção não é afetada. pode aumentar a toxicidade de paracetamol.",1,fonte2,automatica,0.65
naldecon dia,paracetamol,"Deve ter atenção ao administrar paracetamol e flucloxacilina uma vez que a ingestão concomitante tem sido associada a acidose metabólica com hiato aniônico elevado, especialmente em pacientes com fatores de risco. pode aumentar a taxa de absorção do paracetamol.",1,fonte2,automatica,0.65
naldecon noite,varfarina,"Devido à ação de potencialização de cumarínicos (ex.: varfarina e acenocumarol), você não deve utilizar Naldecon Noite, de forma prolongada e regular, concomitantemente a esses medicamentos, por conta do aumento do risco de .",1,fonte2,automatica,0.65
naldecon noite,acenocumarol,"Devido à ação de potencialização de cumarínicos (ex.: varfarina e acenocumarol), você não deve utilizar Naldecon Noite, de forma prolongada e regular, concomitantemente a esses medicamentos, por conta do aumento do risco de .",1,fonte2,automatica,0.65
naldecon noite,paracetamol,O paracetamol gera falsa elevação nas leituras de Monitoramento Contínuo de (CGM) no sangue comparado ao teste de glicemia capilar (ponta do dedo).,1,fonte2,automatica,0.65
naldecon noite,paracetamol,"Embora as concentrações máximas sejam atrasadas quando o paracetamol é administrado com alimentos, a extensão da absorção não é afetada. pode aumentar a toxicidade de paracetamol.",1,fonte2,automatica,0.65
