medicamento,secao,texto,classe_sugerida,confianca_heuristica,medicamentos_detectados,score_prioridade,classe_manual
voriconazol,INTERAÇÕES MEDICAMENTOSAS,"Consulte a bula do produto mavacanteno para obter mais informações. cimetidina (400 mg duas vezes ao dia) [inibidor não específico da CYP450 e eleva o pH gástrico] voriconazol C máx ↑18% voriconazol AUC  ↑23% Sem ajuste da dose digoxina (0,25 mg uma vez ao dia) [substrato da P -gp] digoxina C máx ↔ digoxina AUC ↔ Sem ajuste da dose indinavir (800 mg três vezes ao dia) [inibidor e substrato da CYP3A4] indinavir C máx ↔ indinavir AUC ↔ voriconazol C máx ↔ voriconazol AUC ↔ Sem ajuste da dose Antibióticos macrolídeos eritromicina (1 g duas vezes ao dia) [inibidor da CYP3A4] azitromicina (500 mg QD) voriconazol C máx e AUC↔ voriconazol C máx e AUC↔ Sem ajuste da dose Medicamento [mecanismo de interação] Interação Alterações da média geométrica (%) Recomendações referentes à coadministração O efeito de voriconazol sobre a eritromicina ou a azitromicina é desconhecido. ácido micofenólico (1 g dose única) [substrato da UDP -glicuronil transferase] ácido micofenólico C máx ↔ ácido micofenólico AUCt ↔ Sem ajuste da dose Corticoster oides prednisolona (60 mg dose única) [substrato da CYP3A4] prednisolona C máx ↑11% prednisolona AUC 0-∞ ↑34% Sem ajuste da dose Os pacientes em tratamento a longo prazo com voriconazol e corticosteroides (incluindo corticosteroides inalados, como por exemplo , budesonida) devem ser cuidadosamente monitorados quanto à disfunção do córtex adrenal durante o tratamento e quando o voriconazol é interrompido (vide item 5.",-1,-1.0,eritromicina; digoxina; cimetidina; corticosteroides,13.0,1
carbamazepina,INTERAÇÕES MEDICAMENTOSAS,"Antipsicóticos: clozapina, haloperidol e bromperidol, olanzapina, quetiapina, risperidona, ziprasidona, aripiprazol, paliperidona.",-1,-1.0,haloperidol; risperidona; quetiapina; olanzapina,13.0,
carbamazepina,INTERAÇÕES MEDICAMENTOSAS,"Fármacos cardiovasculares: bloqueadores dos canais de cálcio (grupo diidropiridina), por ex.: felodipina, digoxina, sinvastatina, atorvastatina, lovastatina, cerivastatina, ivabradina Corticos teroides: corticosteroides (por ex.: prednisolona, dexametasona).",-1,-1.0,sinvastatina; atorvastatina; digoxina; corticosteroides,13.0,
fluconazol,INTERAÇÕES MEDICAMENTOSAS,"Podem ser necessários ajustes da dose da carbamazepina dependendo de determinações da concentração/efeito. bloqueadores do canal de cálcio: determinados antagonistas de canal de cálcio di- hidropiridínicos (nifedipino, isradipino, anlodipino, verapamil e felodipino) são metabolizados pela CYP3A4.",-1,-1.0,carbamazepina; nifedipino; anlodipino; verapamil,13.0,1
isofarma-solução de cloreto de potássio,INTERAÇÕES MEDICAMENTOSAS,"Observar as informações abaixo sobre a administração da Isofarma - solução de cloreto de potássio com estas substâncias e medicamentos: - com a anfotericina B, pois são incompatíveis; - os corticoides e o ACTH podem diminuir os efeitos dos suplementos de potássio; - os diuréticos tiazídicos e retentores de potássio, os inibidores da ECA, AINE, bloqueadores beta -adrenérgicos, ciclosporina, heparina e medicamentos contendo potássio podem aumentar a concentração sérica de potássio com risco de causar hipercalemia; - o captopril e o enalapril podem produzir hiperpotassemia.",-1,-1.0,ciclosporina; captopril; enalapril; aine,13.0,1
fluconazol,INTERAÇÕES MEDICAMENTOSAS,"Podem ser necessários ajustes da dose da carbamazepina dependendo de determinações da concentração/efeito. bloqueadores do canal de cálcio: determinados antagonistas de canal de cálcio di -hidropiridínicos (nifedipino, isradipino, anlodipino, verapamil e felodipino) são metabolizados pela CYP3A4.",-1,-1.0,carbamazepina; nifedipino; anlodipino; verapamil,13.0,1
fosfato dissodico de dexametasona,INTERAÇÕES MEDICAMENTOSAS,"A literatura cita ainda as seguintes interações, ap esar de não possuírem significância clínica relatada: - o ácido acetilsalicílico deve ser usado com caute la em conjunto com corticosteroides em hipoprotrombinemia. - fenitoína, fenobarbital, efedrina e rifampicina p odem acentuar a depuração metabólica dos corticosteroides, resultando em níveis sanguíneos d iminuídos e atividade fisiológica diminuída, requerendo portanto, ajuste na posologia de cortico steroide. - em pacientes que simultaneamente recebem corticos teroides e anticoagulantes cumarínicos, deve-se verificar frequentemente o tempo de protrom bina pois há referências ao fato de os corticosteroides alterarem a resposta a estes antic oagulantes.",-1,-1.0,rifampicina; fenobarbital; anticoagulantes; corticosteroides,13.0,1
besilato de anlodipino,CONTRAINDICAÇÕES,"Dados in vitro de estudos com plasma humano indi cam que o anlodipino não afeta a ligação às proteínas dos fármacos testados ( digoxina, fenitoína, varfarina ou indometacina). sinvastatina: a coadministração de múltiplas doses de 10mg de anlodipino com 80mg de sinvastatina resultou em um aumento de 77% na exposição à sinva statina em comparação com a sinvastatina isolada.",-1,-1.0,varfarina; sinvastatina; digoxina; anlodipino,13.0,1
besilato de anlodipino,CONTRAINDICAÇÕES,"Inibidores fortes de CYP3A4 ( por ex. cetoconazol, itraconazol, ritonavir) podem aumentar as concentrações plasmát icas do anlodipino por uma extensão superior ao diltiazem.",-1,-1.0,cetoconazol; itraconazol; anlodipino; diltiazem,13.0,1
cloridrato de verapamil,INTERAÇÕES MEDICAMENTOSAS,"Antibacterianos claritromicina Possível aumento nos níveis de verapamil --- eritromicina Possível aumento dos níveis de verapamil --- rifampicina Diminui ASC (~97%), C max (~94%) e biodisponibilidade oral (~92%) do verapamil.",-1,-1.0,eritromicina; claritromicina; rifampicina; verapamil,13.0,1
cimetidina,INTERAÇÕES MEDICAMENTOSAS,"A inibição dessas enzimas po de resultar em aumento dos níveis plasmáticos de certas drogas, incluindo anticoagula ntes cumarínicos (por exemplo, varfarina), antidepressivos tricíclicos (como amitr iptilina), antiarrítmicos classe I (por exemplo, lidocaína, quinidina), bloqueadores de can ais de cálcio (como diltiazem), sulfonilureias (por exemplo, glipizida), fenitoína, teofilina, metoprolol, ciclosporina, tacrolimus e diazepam. 2) Inibição da secreção tubular renal, via transpor te catiônico orgânico (TCO) de proteínas.",-1,-1.0,varfarina; ciclosporina; diazepam; diltiazem,13.0,1
digoxina,INTERAÇÕES MEDICAMENTOSAS,"Os níveis séricos de digoxina podem aumentar devido à administração concomitante das seguintes drogas: amiodarona, flecainida, prazosina , propafenona, quinidina, espironolactona, antibióticos macrolídeos (como eritromicina e clari tromicina), tetraciclina e possivelmente outros antibióticos, gentamicina, itraconazol, quin ina, trimetoprima, alprazolam, indometacina, propantelina, nefazodona, atorvastatina, ciclospori na, epoprostenol (transitório) e carvedilol.",-1,-1.0,eritromicina; atorvastatina; itraconazol; amiodarona,13.0,1
valproato de sodio,INTERAÇÕES MEDICAMENTOSAS,"Considerar a diminuição da dose de amitriptilina/nortriptilina na presença de valproato. -carbamazepina (CBZ)/carbamazepina -10,11 -epóxido (CBZ -E): níveis sanguíneos de CBZ diminuíram 17% enquanto que os de CBZ -E aumentaram em torno de 45% na administração em conjunto do valp roato de sódio e da CBZ em pacientes epilépticos. -clonazepam: o uso concomitante de valproato de sódio e de clonazepam pode levar a estado de ausência em pacientes com história desse tipo de crises convulsivas. -diazepam: a administração conjunta de valproato de sódio aumentou a fração livre de diazepam. -etossuximida: o valproato de sódio inibe o metabolismo de etossuximida. -lamotrigina: sua dose deverá ser reduzida quando administrada em conjunto com valproato de sódio. -fenobarbital: o valproato d e sódio inibe o metabolismo do fenobarbital.",-1,-1.0,diazepam; clonazepam; carbamazepina; fenobarbital,13.0,1
carbamazepina,INTERAÇÕES MEDICAMENTOSAS,"Antipsicóticos: clozapina, haloperidol e bromperido l, olanzapina, quetiapina, risperidona, ziprasidona, aripiprazol, paliperidona.",-1,-1.0,haloperidol; risperidona; quetiapina; olanzapina,13.0,
fenitoína,INTERAÇÕES MEDICAMENTOSAS,"Eslicarbazepina, topiramato, cimetidina, omeprazol, estiripentol e fluoxetina podem levar a uma exposição elevada de fenitoína. -ácido valproico: quando coadministrado com a fenitoína, o ácido valp roico reduz a concentração plasmática total de fenitoína.",-1,-1.0,omeprazol; fluoxetina; valproico; cimetidina,13.0,1
cloridrato de metformina,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de metformina com: -Substratos/inibidores de OCT1 (como verapamil) podem re duzir a eficácia de metformina. -Indutores do OCT1 (como a rifampicina) podem aumentar a absorção gastrointestinal e a eficácia. -Substratos/inibidores de OCT2 (como cimetidina, dolutegravir, crizotinibe, olaparibe, daclatasvir, vandetanibe) podem diminui r a eliminação renal da metformina e assim levar a uma concentração aumentada de metformina no plasma.",-1,-1.0,metformina; rifampicina; verapamil; cimetidina,13.0,1
fenitoína sódica,INTERAÇÕES MEDICAMENTOSAS,"Eslicarbazepina, topiramato, cimetidina, omeprazol, estiripentol e fluoxetina podem levar a uma exposição elevada de fenitoí na. -ácido valproico : quando coadministrado com a fenitoína, o ácido valproico reduz a concentração plasmática total de fenitoína.",-1,-1.0,omeprazol; fluoxetina; valproico; cimetidina,13.0,1
lansoprazol claritromicina amoxicilina,INTERAÇÕES MEDICAMENTOSAS,"Efeitos de outros medicamentos na terapia com claritromicina Fármacos indutores da CYP3A4 como, por exemplo, rifampicina, fenitoína, carbamazepina, fenobarbital e erva de Sã o João, podem induzir o metabolismo da claritromicina.",-1,-1.0,claritromicina; carbamazepina; rifampicina; fenobarbital,13.0,1
lansoprazol claritromicina amoxicilina,INTERAÇÕES MEDICAMENTOSAS,"Advertências e precauções” ), antipsicóticos atípicos (ex. que tiapina, lurasidona), hidroxicloroquina e cloroquina, alcaloides do ergot, alprazolam, astemizol, carbamazepina, cilostazol, cisaprida, metilprednisolona, omeprazol, pimozida, quinidina, sildenafila, sinvastatina, terfenadina, triazolam, sirolimo, tacrolim o, lovastatina, disopiramida, midazolam, ciclosporina, vimblastina, rifabutina, ticagrelor, ivabradina e ranolazina.",-1,-1.0,ciclosporina; omeprazol; sinvastatina; carbamazepina,13.0,
lansoprazol claritromicina amoxicilina,INTERAÇÕES MEDICAMENTOSAS,"Efeitos de outros medicamentos na terapia com claritromicina Fármacos indutores da CYP3A4 como, por exemplo , rifampicina, fenitoína, carbamazepina, fenobarbital e erva de São João, podem induzir o metabolismo da claritromicina.",-1,-1.0,claritromicina; carbamazepina; rifampicina; fenobarbital,13.0,1
hemitartarato de zolpidem,INTERAÇÕES MEDICAMENTOSAS,"Outros medicamentos : Quando o zolpidem foi administrado junto com a varfarina, a digoxina, a ranitidina ou a cimetidina, nenhuma int eração farmacocinética foi observada.",-1,-1.0,varfarina; digoxina; cimetidina; ranitidina,13.0,0
celecoxibe,INTERAÇÕES MEDICAMENTOSAS,"Entre os pacientes que receberam concomitantemente celecoxibe 200mg duas vezes ao dia, 48% foram considerados não responsivos ao lisinopril na visita clínica final (definido como pressão arterial diastólica medida com manguito >90mmHg ou pressão arterial diastólica medida com manguito aumentada em >10% em relação à linha de ba se), em comparação com 27% dos pacientes que receberam placebo concomitante; essa diferença foi estatisticamente significativa. -ciclosporina: devido ao seu efeito sobre as prostaglandinas renai s, os AINEs podem aumentar o risco de nefrotoxicidade associada à ciclosporina. - fluconazol e cetoconazol: A administração concomitante de fluconazol, 200mg/ dia, resultou em um aumento de duas vezes a concentração plasmáti ca de celecoxibe.",-1,-1.0,ciclosporina; cetoconazol; fluconazol; aines,13.0,1
bromidrato de citalopram,INTERAÇÕES MEDICAMENTOSAS,"O citalopram e desmetilcitalopram são insignificantes in ibidores da CYP2C9, CYP2E1 e CYP3A4, e inibidores fracos da CYP1A2, CYP2C19 e CYP2D6 quando em comparação com outros ISRS estabelecidos como inibidores significantes . levomepromazina, digoxina, carbamazepina : Nenhuma mudança ou apenas mudanças muito pequen as de pouca importância clínica foram observadas quando o citalopram foi dado com substratos CYP1A2 (clozapina e teofilina), CYP2C9 (varfarina), CYP2C19 (imipramina e mefenitoína ), CYP2D6 (esparteína, imipramina, amitriptilina, risperidona) e CYP3A4 (varfa rina, carbamazepina (e seu metabólito carbamazepina epoxido) e triazolam.",-1,-1.0,varfarina; carbamazepina; digoxina; risperidona,13.0,0
pantoprazol,INTERAÇÕES MEDICAMENTOSAS,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não mostraram interações clín icas significativas.",-1,-1.0,diazepam; carbamazepina; glibenclamida; nifedipino,13.0,0
glimepirida,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Com base na experiência do uso de glimepirida e no que se conhece dos medicamentos de mesma classe, as seguintes interações devem ser considera das: -medicamento-medicamento: Aumento do efeito hipoglicemiante e, portanto, em a lguns casos, pode ocorrer hipoglicemia quando um dos seguintes fármacos é administrado: Insulina ou outro antidiabético oral; inibidores da ECA; esteroides anabolizantes e hormônios sexuais masculinos; cloranfenicol; derivados cumarí nicos; ciclofosfamidas; disopiramida; fenfluramina; feniramidol; fibratos; fluoxetina; gu anetidina; ifosfamida; inibidores da MAO; miconazol; fluconazol; ácido para-aminosalicílico; pentoxifilina (uso parenteral em doses elevadas); fenilbutazona; azapropazona; oxifembutaz ona; probenicida; quinolonas; salicilatos; sulfimpirazona; claritomicina; antibióticos sulfona mídicos; tetraciclinas; tritoqualina; trofosfamida.",-1,-1.0,fluoxetina; fluconazol; insulina; fibratos,13.0,1
cloridrato de verapamil,ADVERTÊNCIAS E PRECAUÇÕES,"Antibacterianos Claritromicina Possível aumento nos níveis de verapamil --- Eritromicina Possível aumento dos níveis de verapamil --- Rifampicina Diminui AS C (~97%), Cmax (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido.",-1,-1.0,eritromicina; claritromicina; rifampicina; verapamil,13.0,1
cloridrato de verapamil,ADVERTÊNCIAS E PRECAUÇÕES,"Podem ocorrer efeitos colaterais relativos a carbamazepina, como diplopia, cefaléia, ataxia ou tontura. fenitoína Diminui concentração de verapamil no plasma --- Antidepressivo imipramina Aumenta ASC da imipramina (~15%) Nenhum efeito no nível do metabólito ativo, desipramina Antidiabéticos glibenclamida Aumenta Cmax (~28%), ASC (~26%) da glibenclamida --- Antigotosos colchicina Aumenta ASC (~2 vezes) e Cmax (~1,3 vezes) Reduz a dose de colchicina.",-1,-1.0,carbamazepina; glibenclamida; verapamil; colchicina,13.0,1
fumarato de formoterol di-hidratado budesonida,INTERAÇÕES MEDICAMENTOSAS,"Medicamentos: claritromicina, eritromicina, itraconazol, cetoconazol.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,1
fumarato de formoterol di-hidratado budesonida,INTERAÇÕES MEDICAMENTOSAS,"Medicamentos: claritromicina, eritromicina, itraconazol, cetoconazol.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,1
